Time	VMax	F0	K	Alpha	FCE	LCE	VCE	PMECH	PMET
9.89999999999999561e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.46907440602625138e+03	1.87260757481236301e-01	-2.54495740912297208e-01	-6.28368920329240950e+02	1.84561334246152637e+03
9.99999999999999500e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.46491357943513276e+03	1.87235072586930507e-01	-2.56848943057941259e-01	-6.33110447607080573e+02	1.85053787301576767e+03
1.00999999999999944e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.46077183746752144e+03	1.87209152797117473e-01	-2.59197898130336668e-01	-6.37826888049908007e+02	1.85546068654879014e+03
1.01999999999999938e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.45664904084014324e+03	1.87182998534884265e-01	-2.61542622332078256e-01	-6.42518432290915825e+02	1.86038175095694555e+03
1.02999999999999932e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.45254505170136053e+03	1.87156610221710040e-01	-2.63883131742248533e-01	-6.47185268981909871e+02	1.86530103434570242e+03
1.03999999999999926e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.44845973363053190e+03	1.87129988277479314e-01	-2.66219442307258358e-01	-6.51827584798898556e+02	1.87021850500659184e+03
1.04999999999999920e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.44439295158707182e+03	1.87103133120493259e-01	-2.68551569860553396e-01	-6.56445564504779782e+02	1.87513413145489540e+03
1.05999999999999914e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.44034457192876243e+03	1.87076045167482968e-01	-2.70879530102907662e-01	-6.61039390933244476e+02	1.88004788238445212e+03
1.06999999999999908e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.43631446235954809e+03	1.87048724833620644e-01	-2.73203338623240199e-01	-6.65609245052713050e+02	1.88495972670785841e+03
1.07999999999999902e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.43230249194046337e+03	1.87021172532532309e-01	-2.75523010883349517e-01	-6.70155305958510439e+02	1.88986963352061889e+03
1.08999999999999896e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.42830853105636834e+03	1.86993388676309491e-01	-2.77838562228183150e-01	-6.74677750915132833e+02	1.89477757211921789e+03
1.09999999999999890e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.42433245140559939e+03	1.86965373675521185e-01	-2.80150007883062102e-01	-6.79176755372441903e+02	1.89968351199168183e+03
1.10999999999999883e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	1.00000000000000002e-02	2.42037412597739149e+03	1.86937127939225373e-01	-2.82457362958121738e-01	-6.83652492995642774e+02	1.90458742282346088e+03
