Time	VMax	F0	K	Alpha	FCE	LCE	VCE	PMECH	PMET
9.00000000000000105e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84986314615347536e-01	5.98930352421755963e-02	0.00000000000000000e+00	0.00000000000000000e+00
9.10000000000000045e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84992363553168837e-01	6.04893782130133673e-02	0.00000000000000000e+00	0.00000000000000000e+00
9.19999999999999984e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.84998471952193877e-01	6.10839902503990118e-02	0.00000000000000000e+00	0.00000000000000000e+00
9.29999999999999924e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85004639639090918e-01	6.16768689704061401e-02	0.00000000000000000e+00	0.00000000000000000e+00
9.39999999999999863e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85010866440283417e-01	6.22680119249929831e-02	0.00000000000000000e+00	0.00000000000000000e+00
9.49999999999999803e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85017152181942951e-01	6.28574165953410535e-02	0.00000000000000000e+00	0.00000000000000000e+00
9.59999999999999742e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85023496689983191e-01	6.34450804024022652e-02	0.00000000000000000e+00	0.00000000000000000e+00
9.69999999999999682e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85029899790053881e-01	6.40310007068989329e-02	0.00000000000000000e+00	0.00000000000000000e+00
9.79999999999999621e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85036361307533342e-01	6.46151747946133170e-02	0.00000000000000000e+00	0.00000000000000000e+00
9.89999999999999561e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85042881067522813e-01	6.51975998947063040e-02	0.00000000000000000e+00	0.00000000000000000e+00
9.99999999999999500e-03	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85049458894839924e-01	6.57782731711131774e-02	0.00000000000000000e+00	0.00000000000000000e+00
1.00999999999999944e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85056094614011790e-01	6.63571917186578375e-02	0.00000000000000000e+00	0.00000000000000000e+00
1.01999999999999938e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85062788049268512e-01	6.69343525672161377e-02	0.00000000000000000e+00	0.00000000000000000e+00
1.02999999999999932e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85069539024537710e-01	6.75097526919854474e-02	0.00000000000000000e+00	0.00000000000000000e+00
1.03999999999999926e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85076347363436922e-01	6.80833889921128588e-02	0.00000000000000000e+00	0.00000000000000000e+00
1.04999999999999920e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85083212889267712e-01	6.86552583079036438e-02	0.00000000000000000e+00	0.00000000000000000e+00
1.05999999999999914e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85090135425009406e-01	6.92253574169354735e-02	0.00000000000000000e+00	0.00000000000000000e+00
1.06999999999999908e-02	8.40000000000000036e+00	3.00000000000000000e+05	1.70000000000000012e-01	0.00000000000000000e+00	0.00000000000000000e+00	1.85097114793311979e-01	6.97936830257317453e-02	0.00000000000000000e+00	0.00000000000000000e+00
